"citation_id","study_id","response_id","pub_journal","pub_year","pub_number_experiments","pub_primary_secondary","pub_primary_secondary_source","pub_comments","experiment","exp_pop","exp_pop_source","exp_level_random","exp_level_random_source","exp_exp_unit","exp_obs_unit","exp_random_procedure","exp_random_procedure_source","exp_treatment_cond_num","exp_treatment_cond_num_source","exp_comments","dep_present","dep_types","dep_describe","dep_comments","partial_type","partial_type_detail","partial_standardization","partial_diversity","partial_standardization_diversity_source","partial_assign","partial_assign_type","partial_assign_detail","partial_assign_source","partial_size","partial_size_avg","partial_size_min","partial_size_max","partial_comments","analytical_outcome","analytical_goal","analytical_statistical_analysis","analytical_statistical_analysis_source","analytical_outcome_type","analytical_repeated","analytical_hierarchcial","analytical_crossclassified","analytical_multimembership","analytical_partial_cluster","analytical_other","analytical_dep_detail","analytical_partial_cluster_assign","analytical_partial_cluster_assign_source","analytical_comments","journal_type","partial_nest","partial_class","exp_treatment_provider_percent","exp_treatment_group_percent","obs_treatment_provider_percent","obs_treatment_group_percent","Score"
"111568479","111568479","28985","Journal of Educational Research","2022","1","First publication of the study’s results","248, Participants",NA,"1","4th graders which were studying at public primary schools in Ankara in the  2019-2020 school year","249, Participants","Cluster","249, Participants","Classroom","Student","Complete/Ratio","249, Participants","2","249, Participants","Only 1 classroom per treatment condition","Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre and Post measures ~ Hierarchical clustering: Students nested in classroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Time Measurement Success Test","Total Effect estimation","two-way ANOVA repeated measures","252, Data analysis","Continuous","Other","Ignored",NA,NA,NA,NA,NA,NA,NA,"repeated measures : repeated measures ANOVA was used","Education","No-PN",NA,NA,NA,NA,NA,30
"111569871","111569871","28915","Journal of Educational Psychology","2020","1","First publication of the study’s results","535, Participants and Task Domain",NA,"1","university students enrolled in an introductory data science course","535, Participants and Task Domain","Individual","535, Experimental Design","Participant",NA,"Simple/Probability","Infer from sample size, 535, Experimental Design","4","535, Experimental Design",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,1
"111570060","111570060","28916","Journal of Educational Psychology","2020","1","First publication of the study’s results","1584, Study Aim",NA,"1","third- and fourth-grade students from 3 schools in a midsized urban city in the eastern U.S","1585, Participants","Individual","1585, Participants","Participants",NA,"Block/Stratified","1585, Participants","4","1585, Participants","Students were individually randomly assigned into groups within classrooms and groups were randomly assigned into treatment conditions.","Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre test and post test ~ Hierarchical clustering: Students nested within groups within classes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Story problem posttest and Hands-on activity test","Total Effect estimation","A three-level hierarchical linear model (HLM) was used to estimate condition impacts on student outcomes.","1590, Statistical Considerations","Continuous","Other","Random effects",NA,NA,NA,NA,NA,NA,NA,"Repeated Measures: Pre tests are conditioned on","Education","No-PN",NA,NA,NA,NA,NA,3
"111578413","111578413","29315","Preventive Medicine","2020","3","First publication of the study’s results","3, Participants",NA,"1","Adult current smokers or e-cigarette users","3, Participants","Individual","3, Procedures","Participant",NA,"Other","Unclear due to not reporting sample size","8 (2 x 2 x 2 factorial experiment)","3, Procedures",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,25
"111578413","111578413","29315","Preventive Medicine","2020","3","First publication of the study’s results","3, Participants",NA,"2","Adult current e-cigarette users","3, Participants","Individual","3, Procedures","Particpants",NA,"Other","Unclear due to sample size not being reported","8 (2 x 2 x 2)","3, Procedures",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,25
"111578413","111578413","29315","Preventive Medicine","2020","3","First publication of the study’s results","3, Participants",NA,"3","U.S. adults sample","3, Participants","Individual","3, Participants","Participants",NA,"Other","Unclear because no sample size provided","8 (2 x 2 x 2 factorial)","3, Procedures",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,25
"111571607","111571607","28972","Journal of Research on Educational Effectiveness","2020","1","First publication of the study’s results","787, Methods",NA,"1","hard -to-reach educators principals of Michigan public schools","787, Methods","Individual","787, Methods","Participant",NA,"Simple/Probability","789, Table 2","4 (2 x2 factorial)","789, Table 2",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,15
"111568526","111568526","28680","Health Psychology","2020","1","First publication of the study’s results","3, The Current Study and Hypotheses",NA,"1","Heavy episodic drinking men aged 21-30 with a sexual assault perpetration history","1, Abstract","Individual","4, Procedure","Participants",NA,"Block/Stratified","4, Procedure","6 (3 x 2 experimental design)","4, Procedure","Study refers as the intervention factor and there other as the beverage factor and only report sample sizes for the intervention factor","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,47
"111574322","111574322","28928","Obesity","2021","1","First publication of the study’s results","1627, Participants",NA,"1","United States Adults","1627, Participants","Individual","1627, Vignette development","Participant",NA,"Simple/Probability","1629, Table 1","4","1627, Vignette development",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,25
"111569185","111569185","28929","Journal of Educational Psychology","2021","1","First publication of the study’s results","1444, Participants and Design",NA,"1","undergraduate students","1444, Participants and Design","Individual","1445, Procedure","Participant",NA,"Simple/Probability","Infer from sample size, 1444, Participants and Design","4 (2 x 2 factorial)","1444, Participants and Design",NA,"No",NA,NA,"Pre test is recorded but is a different variable then post test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,33
"111566800","111566800","29037","Journal of Educational Psychology","2023","1","First publication of the study’s results","506, Context and Participants",NA,"1","Syrian refugee children","502, Abstract","Cluster","507, Research Design and Randomization","Community Sites","Children","Block/Stratified","507, Research Design and Randomization","2","507, Research Design and Randomization",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: pre and post measures  ~ Hierarchical clustering: students nested in tutoring classrooms nested in site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 targeted proximal social-emotional outcomes and four distal academic and mental health outcomes","Total Effect estimation,Moderation/effect heterogeneity","measurement and impact modeling with weighted least squares means and variance adjusted (WLSMV) estimator","511, Analytic Strategy","Non-normal Continuous,Other","Other","Ignored,Robust variance estimation",NA,NA,NA,NA,"hierarchical clusters: Robust variance was used at the classroom level. Site level which is where randomization occurred was ignored",NA,NA,"outcome: included treating outcomes at latent constructs ~ repeated measures: baseline was conditioned on","Education","No-PN",NA,NA,NA,NA,NA,3
"111564774","111564774","28930","Journal of Educational Psychology","2024","1","Based on data that have been previously published","1177, Previous Research on the MORE Intervention and the Current Study",NA,"1","Grades 1 and 2 English learners","1172, Abstract","Cluster","1177, Study Design","School","Student","Block/Stratified","1177, Study Design","2","1177, Study Design",NA,"Yes","Hierarchical clustering,Partially Nested Clusters","Hierarchical clustering: Students nested within classrooms within schools ~ Partially Nested Clusters: Classrooms nested within facilitators nested within schools","There is pre test but does not the same type of variable as post test","Treatment Provider","Treatment Provider:  literacy facilitators worked in schools to help teachers deliver treatment","Yes","No","1179, Professional Development","No","Natural (Non-Random)","Unclear how literacy facilitators were at the school if they were school staff or research staff","1179, Professional Development","No",NA,NA,NA,NA,"Reading proficiency, Literacy skills,  argumentative writing in science and social studies","Total Effect estimation,Mediation","hierarchical linear models for impact, Structural Models for mediation","1181, RQ1: Impact Analysis ~ 1182, RQ2: Mediation Analysis","Continuous",NA,"Random effects",NA,NA,"Ignored",NA,NA,"No",NA,NA,"Education","PN","Observational Treatment Provider CRD",0,0,0.5,0,20
"111568444","111568444","28932","Journal of Educational Research","2022","1","First publication of the study’s results","225, Method",NA,"1","students in secondary religious vocational school in Trabzon","225, Study group","Cluster","225, Study group","Class","Student","Complete/Ratio","225, Study group","2","225, Study group",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre test and post test ~ Hierarchical clustering: Students nested in classroom","There is only 1 classroom per treatment condition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"achievement test","Total Effect estimation","independent samples t-test","226, Analysis of data","Continuous","Other","Ignored",NA,NA,NA,NA,NA,NA,NA,"repeated measures: analyzed separately, Only 2 clusters so clustering cannot be accounted for","Education","No-PN",NA,NA,NA,NA,NA,14
"111568486","111568486","28968","Journal of Educational Research","2022","1","First publication of the study’s results","40, The current study",NA,"1","sixth-grade science classrooms and students","37, Abstract","Cluster","40, Participants","Classroom","Student","Complete/Ratio","40, Participants","2","40, Participants",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pretest and Posttest ~ Hierarchical clustering: Students nested in classrooms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Academic vocabulary knowledge, science content knowledge, and scientific argumentation","Total Effect estimation,Moderation/effect heterogeneity,Mediation","hierarchical linear models equations presented and mediation model path modeling in STATA","43-44, Analysis plan","Continuous","Other","Random effects",NA,NA,NA,NA,NA,NA,NA,"repeated measures: pretest was conditioned on.","Education","No-PN",NA,NA,NA,NA,NA,1
"111568447","111568447","28967","Journal of Educational Research","2022","1","First publication of the study’s results","135, Study design","The second study in this study is not randomized "" Study 2, the registration of children to the  experimental and control groups were not randomized,  which prevented us from making conclusions about the  causal relations between cognitive control strategies and  coding learning outcome.""","1","Chinese kindergarters","135, Participants","Individual","135, Participants","Participant",NA,"Complete/Ratio","135, Participants","2","135, Participants",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,1
"111569945","111569945","28971","Journal of Research on Educational Effectiveness","2021","1","Based on data that have been previously published","360, Methods",NA,"1","School districts that had at least 20 elementary and middle schools  with existing policites for educator evaluations different from intervention","360, Sample","Cluster","360, Sample","School","Lesson ~ Students","Block/Stratified","360, Sample","2","360, Sample",NA,"Yes","Hierarchical clustering","Hierarchical clustering: Lessons Observations nested in Teachers nested in Schools, Students nested in Teachers nested in Schools",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLASS and FFT teacher lesson score , teacher-principal trust, student math and reading scores","Total Effect estimation","multilevel models provided equations for each specification and outcome","363, Analytic Approach","Continuous",NA,"Random effects",NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,11
NA,"111565446","26879","Journal of Research on Educational Effectiveness","2024","1","First publication of the study’s results","168,  Research Design","Did not explicitly say this was first publication","1","english language arts teachers and their students","158, Abstract","Cluster","168,  Research Design","School Districts","teachers and students","Block/Stratified","168,  Recruitment, Randomization, and Counterfactual","2","168,  Recruitment, Randomization, and Counterfactual",NA,"Yes","Hierarchical clustering,Partially Nested Clusters","Hierarchical Clustering: students nested in school districts nested in blocks. Partially Nested Clusters: local treatment provider were nested in each block and schools in treatment had access to providers.","We know would be the local treatment provider is for the units in the control since they are the blocks.","Treatment Provider","Treatment Provider: local site leaders & teacher leaders that offered development and coaching to teachers","Yes","Yes","168,  Local Site Capacity-Building ~ 168,  Recruitment, Randomization, and Counterfactual","Yes","Randomized within Blocks/Strata","The local site had 2-8 school districts those randomized to treatment are randomized into the partial cluster of treatment provider.","166, Figure 2","Yes",NA,"1","2","1 to 2 school districts in treatment at each block.","student achievement","Total Effect estimation,Moderation/effect heterogeneity","hierarchical linear model","173,  Primary Student Impact Estimates","Continuous",NA,"Random effects",NA,NA,"Fixed effects",NA,NA,"Yes",NA,"173,  Primary Student Impact Estimates was where the model showing fixed for blocks and random for school","Education","PN","Treatment Provider CRD",0.5,0,0,0,NA
"111570012","111570012","28538","Journal of Research on Educational Effectiveness","2021","1","First publication of the study’s results","819, Sample",NA,"1","9th grade students","812, Abstract","Individual","812, Abstract","Student",NA,"Block/Stratified","818, Study Design","2","817, Study Design",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated Measures: Pre & Post Test ~ Hierarchical Clustering: Students nested in research group nested in schools","Data was not collected on which students were taught by which teachers but teachers were in 2 or more research groups within schools which students were linked to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"course failure ~ percent of credits attained ~ GPA ~ NWEA ~ student experience measures","Total Effect estimation,Moderation/effect heterogeneity","Ordinary Least Squares (OLS) & for binary outcomes logit maximum likelihood","822, Analytic Approach","Nominal category,Continuous","Other","Fixed effects",NA,NA,NA,NA,NA,NA,NA,"Pre tests were controlled for","Education","No-PN",NA,NA,NA,NA,NA,68
"111570002","111570002","29145","Journal of Educational Research","2021","1","First publication of the study’s results","479, Participants",NA,"1","seventh grade students from a public middle school in the suburban district of a city in western Turkey","479, Participants","Cluster","479, Method","Classroom","Student","Complete/Ratio","479, Method","2","479, Method",NA,"Yes","Hierarchical clustering,Partially Nested Clusters,Repeated measures","Repeated measures: Pre test, post test, retention test on students ~ Hierarchical clustering: students nested in classrooms ~ Partially Nested Clusters: Students worked in pairs within the treated classroom",NA,"Group Setting","Group Setting: Students in the treated classroom worked in pairs to solve problems","No","No",NA,"No","Natural (Non-Random)","Not described how pairs were formed",NA,"Yes","2","2","2",NA,"Post-test and Retention test for Geometry Achievement Test and Geometry Attitude Scale pre-test","Total Effect estimation","ANCOVA","483,  Data analysis","Continuous","Other","Ignored,Other",NA,NA,"Ignored",NA,"hierarchical clusters: only 2 clusters in the experiment so can't account ~","No",NA,"repeated measures: Controlled for baseline and posttests tested separately","Education","PN","Observational Group CRD",0,0,0,0.5,32
"111564770","111564770","29117","Journal of Educational Psychology","2024","1","First publication of the study’s results","1286, Participants",NA,"1","undergraduate and majoring in something other than chemical engineering/chemistry","1286, Participants","Individual","1287, Design","Participant",NA,"Other","Not Described and no sample size per treatment condition to infer","3","1287, Design",NA,"Yes","Repeated measures","Repeated measures: Multi step experiment with outcomes measured through each step",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mastery approach goals, performance-approach goals, mastery-avoidance goals, performance-avoidance goals, mental effort, posttest performance, and game performance","Total Effect estimation,Mediation","Random-Intercept Cross-Lagged Panel Models","1289, RI-CLPMs","Continuous","Random effects",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,1
"111572530","111572530","29127","Preventive Medicine","2021","1","First publication of the study’s results","2, Study Design",NA,"1","Patients who are eligible for lung cancer screening","2, Study Setting","Individual","2, Study Design","Participant",NA,"Block/Stratified","2, Study Design","3","3, Fig 1",NA,"Yes","Partially Nested Clusters","Partially Nested Clusters: Participants received therapy by care coordinator",NA,"Treatment Provider","Treatment Provider: care coordinator called and walked through participant decision counseling","Yes","No","6, Acknowledgments","No","Natural (Non-Random)","Not Described",NA,"No",NA,NA,NA,NA,"time to completion of Lung cancer screening","Total Effect estimation","Kaplan-Meier method and Cox proportional hazards regression","3,  Statistical Analysis","Time to event (Survival)",NA,NA,NA,NA,"Ignored",NA,NA,"No",NA,NA,"Health","PN","Treatment Provider IRD",0.666666666666667,0,NA,NA,71
"111576320","111576320","29121","Preventive Medicine","2020","1","First publication of the study’s results","2, Study design",NA,"1","African-American  women in the Mississippi Delta","2, Introduction","Cluster","2, Study design","town","women","Complete/Ratio","3, Statistical analysis","2","2, Study design",NA,"Yes","Hierarchical clustering","Hierarchical clustering: Women nested in towns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attended screening session or not","Total Effect estimation","Generalized linear mixed model was used to account  for the random effect of cluster/town","3, Statistical analysis","Nominal category",NA,"Random effects",NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,48
"111570952","111570952","29194","Health Psychology","2022","1","Based on data that have been previously published","2, Participants and Procedure",NA,"1","African Americans from the Detroit community","2, Participants and Procedure","Individual","2, Participants and Procedure","Participant",NA,"Other","Not described and can't infer from sample size","4 (2 x2 factorial design)","2, Participants and Procedure","Randomization cannot be inferred due to lacking sample size information per condition","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,2
"111568490","111568490","27282","Journal of Research on Educational Effectiveness","2022","1","Based on data that have been previously published","60, Method",NA,"1","fourth grade students","52, Abstract","Individual","61, Participants","Students",NA,"Block/Stratified","61, Participants","3","61, Participants",NA,"Yes","Hierarchical clustering,Partially Nested Clusters,Repeated measures","Repeated Measures: Pre, Post, Follow up measures ~ Hierarchical Clustering: Students nested in teachers ~ Partially nested Clusters: Students received tutoring cross classified with teachers",NA,"Treatment Provider","Treatment Provider: Graduate level research assistants who tutored and collected data.","Yes","Yes","63,  Examiners/Interventionists","No","Natural within Blocks/Strata","The study was done in two cohorts. Each cohort had unique tutors (15+16-3) with 3 overlapping across cohort","63,  Examiners/Interventionists","No",NA,NA,NA,NA,"Word Problem, Open Equations,  Equal Sign Tasks (Math assessments)","Total Effect estimation","We estimated average treatment effects (ATE) as multilevel, partially nested,  and cross-classified in R using the lme4 package (Luo et al., 2015) under intent-to-treat  assumptions.","67,  Follow-Up Effects at Grade4","Continuous","Other","Random effects",NA,NA,"Random effects",NA,NA,"Yes","68, Table 4","Pretest was controlled for in the model. Tutors varied by cohort but pre test should account for those differences.","Education","PN","Treatment Provider IRD",0.666666666666667,0,NA,NA,63
"111565386","111565386","29135","Journal of Educational Psychology","2023","1","First publication of the study’s results","6, Participants",NA,"1","children attending preschool","6, Participants","Individual","6, Participants","Participant",NA,"Block/Stratified","7, Overview and Proposed Timeline","4","6, Participants",NA,"Yes","Hierarchical clustering","Hierarchical clustering: Students nested in reading group nested in classroom","There were pre and post tests but not considered repeated measures since measured differently",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quantitative math language & Numeracy","Total Effect estimation","Provided linear regression equation with post hoc correction of standard errors for clustering","10, Analytic Plan","Continuous",NA,"Other",NA,NA,NA,NA,NA,NA,NA,"hierarchical clusters: Used procedure from Hedges (2007) to adjust p values. Did not explicitly state which level was clustered","Education","No-PN",NA,NA,NA,NA,NA,22
"111574632","111574632","29122","Addictive Behaviors","2021","1","First publication of the study’s results","2, Participants and procedure",NA,"1","Adult smokers with substance use disorders","1, Addictive Behaviors","Individual","3, Participants and procedure","Participant",NA,"Simple/Probability","2, Fig 1","2","2, Fig 1",NA,"Yes","Hierarchical clustering","Hierarchical clustering: Participants Nested within Therapy Groups","There is also repeated measures but only outcome analyses was the end of treatment time point.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"days of continuous abstinence at end-of- treatment & smoking  status at end-of-treatment","Total Effect estimation","chi- square test for categorical outcomes and linear regression for continuous","4, Data analysis","Continuous,Nominal category",NA,"Ignored",NA,NA,NA,NA,NA,NA,NA,"State that ""hierarchical linear regression was carried out to identify in-  treatment predictors of days of continuous abstinence at end-of-  treatment"" this is stepwise regression not mixed effect modeling","Health","No-PN",NA,NA,NA,NA,NA,65
"111568475","111568475","29195","Journal of Educational Research","2022","1","First publication of the study’s results","287, Participants",NA,"1","Secondary students from Italy and Romania","287, Participants","Individual","287, Participants","Participant",NA,"Block/Stratified","287, Participants","2","287, Participants",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre and Post test ~ Hierarchical clustering: Students nested in school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 researcher designed outcomes unique to experimental procedure ~ knowledge test score","Total Effect estimation","Mann-Whitney U test, non-parametric ANCOVA with the rank of  the post-test score as the dependent variable and the rank  of the pre- test score as the covariate","293, Domain knowledge pre-/post-tests & 292, Hypothesis generation","Non-normal Continuous","Other","Ignored",NA,NA,NA,NA,NA,NA,NA,"repeated measures: Conditional on baseline","Education","No-PN",NA,NA,NA,NA,NA,56
"111565458","111565458","29148","Journal of Research on Educational Effectiveness","2023","1","First publication of the study’s results","1058,",NA,"1","Rural students in Taiwan","1056, Abstract","Cluster","1059-1060, Sampling and the Process of Randomization","School","Student","Block/Stratified","1060, Sampling and the Process of Randomization","2","1059, Figure 1",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre and post test ~ Hierarchical clustering: Students nested in School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post Test Math Score","Total Effect estimation,Moderation/effect heterogeneity","Provided linear regression equations for intent to treat effects and local average treatment effects","1062-1064, Statistical Methods","Continuous","Other","Robust variance estimation",NA,NA,NA,NA,NA,NA,NA,"repeated measures: Conditioned on baseline","Education","No-PN",NA,NA,NA,NA,NA,40
"111571573","111571573","26910","Journal of Educational Psychology","2020","1","First publication of the study’s results","464,  The purpose of the study",NA,"1","4th and 5th grade Students in Portugal","465, Participants","Cluster","465, Participants","Classroom","Student","Complete/Ratio","465, Participants","3","465, Participants","Did not describe randomization but all experimental conditions had same sample size","Yes","Repeated measures,Hierarchical clustering,Partially Nested Clusters","Repeated Measures: Pre-test, posttest, follow-up ~ Hierarchical Clustering: Students nested within classrooms ~ Partially Nested Clusters: students in a classroom received treatment in 1 group with 1 teacher.",NA,"Treatment Provider,Group Setting","A single group of 4 research assistants taught the intervention in both conditions. Intervention was delivered to all students in the classroom","Yes","No","466, Treatment integrity","No","Other","All classrooms shared the same group of treatment provider. Students participated as classroom in a group setting","466, Treatment integrity","No",NA,NA,NA,NA,"social distance towards Gypsy people, attitude toward the community","Total Effect estimation","Likelihood-based mixed-effects regression models (MRM),  both multivariate and univariate","467, Data analysis","Continuous","Random effects","Random effects",NA,NA,"Ignored",NA,NA,"No",NA,"The choice of random effects was done by comparing AIC between models. They chose to include random effect for students & classrooms","Education","PN","Treatment Provider CRD",0.666666666666667,0,0,0.666666666666667,77
"111568397","111568397","27399","Journal of Educational Psychology","2022","1","Based on data that have been previously published","259, Current Study",NA,"1","Elementary English Learner Students","257, Abstract","Cluster","260,  Research Design","Schools","Students","Block/Stratified","260,  Research Design","3 collapsed into 2","260,  Research Design","Randomization done within cohort (3 cohorts). The two active treatment conditions are collapsed into one treatment condition here.","Yes","Hierarchical clustering,Partially Nested Clusters","Hierarchical clustering: Students are nested within teacher within school ~ Partially Nested Clusters: Teachers work in study teams in treatment within schools",NA,"Group Setting","Group Setting:  teacher study team meetings prior to each new unit","Yes","No","261, STRIVE PD Fidelity","No","Natural within Blocks/Strata","Teachers within schools participated in study teams. Within school there is only one teacher team","261, STRIVE PD Fidelity","Yes","4",NA,NA,NA,"multiple reading outcomes: Gates MacGinitie Reading Comprehension subtest and vocabulary subset, content Knowledge Tests, Vocabulary Knowledge Tests, Content Reading Comprehension","Moderation/effect heterogeneity","fit multilevel regression models  (Hoffman, 2015) to account for the nesting of students (Level 1)  within teachers (Level 2) and schools (Level 3).","264,  Data Analysis Plan","Continuous",NA,"Random effects",NA,NA,"Ignored",NA,NA,"No",NA,"Partial nesting here is nested within schools. All teachers attended study teams of which there is only 1 per school","Education","PN","Observational Group CRD",0,0,0,0.5,35
"111565408","111565408","29144","Journal of Educational Research","2024","1","First publication of the study’s results","311, Participants",NA,"1","third-grade classes single-sex boys’ elementary school in Iran,","311, Participants","Cluster","311, Participants","Class","Student","Complete/Ratio","311, Participants","2","311, Participants",NA,"Yes","Hierarchical clustering,Partially Nested Clusters","Hierarchical clustering: Students nested in classroom ~ Partially Nested Clusters: The research implemented the treatment in treated classrooms",NA,"Treatment Provider","Treatment Provider: The researcher whom implemented the treatment taught in the treated classrooms","Yes","Yes","314, Research limitations","No","Other","Only 1 treatment provider the researcher.","314, Research limitations","No",NA,NA,NA,"The author's state that they had author’s master’s degree in art and 11 years of  teaching experience as a faculty member as training but there may be other variables that impact the results","science course grade","Total Effect estimation","independent T-test","313, Data collection and analysis","Continuous",NA,"Ignored",NA,NA,"Other,Ignored",NA,"partial clusters: Since there is only one partial cluster there cannot be way to statistical account for it.","No",NA,NA,"Education","PN","Treatment Provider CRD",0.5,0,0,0,16
"111565472","111565472","27873","Journal of Research on Educational Effectiveness","2024","1","First publication of the study’s results","21, Introduction (not given a header)",NA,"1","4th grade math and 5th grade english language arts teachers and students","26-27, Sample","Cluster","26, Sample","Schools","Teacher and students","Block/Stratified","27, Sample","2","26, Sample",NA,"Yes","Hierarchical clustering,Partially Nested Clusters,Repeated measures","Repeated Measures: Pre and Post scores ~ Hierarchical clustering: students nested in teachers nested in schools ~ Partially Nested Clusters: Coaches assigned to teachers, teachers worked in a single group within a school and grade.",NA,"Treatment Provider,Group Setting","Treatment Provider: Coaches providing individualized coaching to teachers ~ Group Setting: Teachers within grade and school worked in teams led by a coach.","No","No","21, The FAST program","No","Natural (Non-Random)","Not described how coaches were assigned to teachers or if coaches worked between schools",NA,"No",NA,NA,NA,"Just said that coaches come from a national pool of coaches and said that a FAST coach who is an expert in math or ELA lead the Group meetings","alignment index indicating if teacher practices followed state standards ~ student state standardized tests","Total Effect estimation,Mediation,Moderation/effect heterogeneity","Gave equations for 2 Multi level modeling for teacher outcomes and student outcomes. Moderation was done with interaction terms. Mediation was done via the product of coefficents.","29-32, Analytic Approach","Continuous","Other","Random effects,Fixed effects",NA,NA,"Ignored",NA,"Hierarchical clusters: School Districts were treated as fixed, teachers and schools treated as random.","No",NA,"Repeated Measures were treated as covariate.","Education","PN","Observational Group CRD",0,0,0.5,0.5,15
